Sno,item_id,category,link,depth,height,width,weight
1660,69294566,TV & media furniture,https://www.ikea.com/sa/en/p/vittsjoe-tv-storage-combination-black-brown-glass-s69294566/,36,175,300,
1691,40299890,TV & media furniture,https://www.ikea.com/sa/en/p/besta-tv-bench-white-40299890/,40,64,120,
1696,20351515,TV & media furniture,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-20351515/,40,25,60,
1663,59184337,TV & media furniture,https://www.ikea.com/sa/en/p/brimnes-tv-storage-combination-white-s59184337/,41,95,200,
1682,70299879,TV & media furniture,https://www.ikea.com/sa/en/p/besta-tv-bench-white-70299879/,40,64,180,
1668,10245846,TV & media furniture,https://www.ikea.com/sa/en/p/besta-frame-white-10245846/,40,64,120,
1699,9305068,TV & media furniture,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-white-kallviken-stubbarp-concrete-effect-s09305068/,42,202,120,
1679,9208029,TV & media furniture,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-white-lappviken-sindvik-white-clear-glass-s09208029/,42,112,180,
1670,99278225,TV & media furniture,https://www.ikea.com/sa/en/p/brimnes-tv-storage-combination-glass-doors-white-s99278225/,41,95,276,
1690,20245964,TV & media furniture,https://www.ikea.com/sa/en/p/besta-frame-black-brown-20245964/,40,64,60,
1702,29385672,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/,58,201,150,
1722,49025589,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-white-forsand-white-s49025589/,60,201,150,
1733,439468,Wardrobes,https://www.ikea.com/sa/en/p/nordkisa-open-wardrobe-with-sliding-door-bamboo-00439468/,47,186,120,
1712,49246468,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-white-forsand-white-s49246468/,60,201,150,
1708,40407922,Wardrobes,https://www.ikea.com/sa/en/p/brimnes-wardrobe-with-3-doors-white-40407922/,50,190,117,
1734,20305707,Wardrobes,https://www.ikea.com/sa/en/p/busunge-wardrobe-white-20305707/,52,139,80,
1741,19127297,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-white-bergsbo-white-s19127297/,60,236,150,
1705,59336270,Wardrobes,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-2-doors-3-drawers-white-fonnes-white-s59336270/,42,181,160,
1709,80437234,Wardrobes,https://www.ikea.com/sa/en/p/kleppstad-wardrobe-with-2-doors-white-80437234/,55,176,79,
1714,69128567,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-white-s69128567/,58,201,175,
1735,39127710,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-white-bergsbo-white-s39127710/,60,236,100,
1707,441758,Wardrobes,https://www.ikea.com/sa/en/p/kleppstad-wardrobe-with-3-doors-white-00441758/,55,176,117,
1701,50453758,Wardrobes,https://www.ikea.com/sa/en/p/rakkestad-wardrobe-with-2-doors-black-brown-50453758/,55,176,79,
1706,19323929,Wardrobes,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-3-doors-white-fonnes-white-s19323929/,42,161,140,
1720,60375133,Wardrobes,https://www.ikea.com/sa/en/p/songesand-wardrobe-brown-60375133/,60,191,120,
1775,49324946,Wardrobes,https://www.ikea.com/sa/en/p/pax-tyssedal-wardrobe-combination-white-white-glass-s49324946/,60,236,250,
1754,30439476,Wardrobes,https://www.ikea.com/sa/en/p/nordkisa-open-wardrobe-with-sliding-door-bamboo-30439476/,47,123,120,
1795,49325371,Wardrobes,https://www.ikea.com/sa/en/p/platsa-wall-storage-white-s49325371/,40,40,240,
1769,89325374,Wardrobes,https://www.ikea.com/sa/en/p/platsa-wall-storage-white-fonnes-white-s89325374/,42,40,240,
1815,59324385,Wardrobes,https://www.ikea.com/sa/en/p/platsa-storage-comb-w-6-doors-3-drawers-white-fonnes-white-s59324385/,42,241,420,
1805,89227873,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-white-s89227873/,58,201,150,
1811,99329140,Wardrobes,https://www.ikea.com/sa/en/p/pax-bergsbo-wardrobe-combination-white-frosted-glass-s99329140/,60,236,100,
1826,9325047,Wardrobes,https://www.ikea.com/sa/en/p/pax-tyssedal-wardrobe-combination-white-white-s09325047/,60,236,300,
1820,29320652,Wardrobes,https://www.ikea.com/sa/en/p/platsa-wall-storage-white-fonnes-white-s29320652/,42,40,240,
1839,9300103,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-white-tyssedal-glass-s09300103/,60,236,200,
1821,29320732,Wardrobes,https://www.ikea.com/sa/en/p/pax-tyssedal-wardrobe-combination-white-mirror-glass-s29320732/,60,236,150,
1851,29324711,Wardrobes,https://www.ikea.com/sa/en/p/pax-grimo-wardrobe-combination-white-white-s29324711/,60,201,100,
1844,29304586,Wardrobes,https://www.ikea.com/sa/en/p/platsa-wardrobe-w-10-doors-fonnes-white-s29304586/,42,221,380,
1758,59328897,Wardrobes,https://www.ikea.com/sa/en/p/pax-bergsbo-wardrobe-combination-white-frosted-glass-s59328897/,38,236,200,
1858,9324689,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s09324689/,58,201,150,
1827,59326469,Wardrobes,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-2-doors-3-drawers-white-fonnes-white-s59326469/,42,221,80,
1864,19303498,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fardal-high-gloss-white-s19303498/,60,236,150,
1892,29324320,Wardrobes,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-6-drawers-white-fonnes-white-s29324320/,42,241,140,
1886,59324248,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s59324248/,58,236,150,
1894,19385677,Wardrobes,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s19385677/,58,236,150,
1881,69325214,Wardrobes,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-7-doors-6-drawers-white-fonnes-white-s69325214/,42,201,300,
1895,CUSTOM_a6a1ef66,Chairs,file://D:/minor-project/data/image_cache_ssim/CUSTOM_a6a1ef66.jpg,50,90,45,4.5
1896,CUSTOM_6fe3a1c8,Beds,file://D:/minor-project/data/image_cache_ssim/CUSTOM_6fe3a1c8.jpg,200,45,160,40.0
1897,CUSTOM_82917f48,Beds,file://D:/minor-project/data/image_cache_ssim/CUSTOM_82917f48.jpg,200,45,160,40.0
